house_id,lat,long,hours_of_sunlight_per_year,sq_ft_available_for_solar_panels,Block,energy_type,total_gas_usage,total_usage,sq_ft_available_for_solar_panels_block_avg,hours_of_sunlight_per_year_block_avg,total_energy_usage,geo_cluster
472c05ab,0.9497292409145288,0.8025649556097534,1351.0,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
7bf7a5a3,0.9497292409145288,0.8025649556097534,1351.0,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
563e7c1e,0.9497292409145288,0.8025649556097534,1351.0,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
736f4509,0.9497292409145288,0.8025649556097534,1351.0,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
e1b3de34,0.9497292409145288,0.8025649556097534,1351.0,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
d5b5c8de,0.949597626285609,0.8018775854474001,1391.0,3030.0,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
bb19dfa1,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
b8d6da24,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
64b3a085,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
c4acf5e2,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
4f77d90f,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
2a71b95c,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
e6071f85,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
fcad5180,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
ade5480c,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
842ed68b,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
739dcce1,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
f8eecb08,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
02a8207b,0.949597626285609,0.8018775854474001,1413.4,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
b835bd9f,0.9373067810785223,0.7804707935297586,1386.8,2483.786121673004,812104-4,None,,,1511.2835820895523,1367.479012345679,,0
df20875b,0.9429657463404091,0.7854874355433736,1240.0,1860.2809667673716,812104-3,None,,,1207.3681818181817,1399.7384615384615,,0
3c4995b4,0.9431956495683806,0.7864311801974821,1486.0,1903.0,812104-1,None,,,1865.6006944444443,1390.5314465408806,,0
408c578a,0.9431956495683806,0.7864311801974821,1440.0,1860.2809667673716,812104-1,None,,,1865.6006944444443,1390.5314465408806,,0
a0ff95e2,0.9431956495683806,0.7864311801974821,1440.0,1860.2809667673716,812104-1,None,,,1865.6006944444443,1390.5314465408806,,0
37909775,0.9432284455619921,0.7864158435574637,1486.0,1903.0,812104-1,None,,,1865.6006944444443,1390.5314465408806,,0
4d3bf3c2,0.9432175135641216,0.7864209587779953,1486.0,1903.0,812104-1,Both,43661.52,105.6,1865.6006944444443,1390.5314465408806,21883.559999999998,0
9b14b03f,0.9456289797855391,0.8113674652542358,1403.0,11751.0,811500-2,Both,166140.0,,4277.3983739837395,1385.8503937007874,,3
c19280ee,0.9469248654386959,0.8053465078799888,1403.4,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
9cde251a,0.9469248654386959,0.8053465078799888,1403.4,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
fb2df562,0.9469248654386959,0.8053465078799888,1403.4,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
67b9fed1,0.9469248654386959,0.8053465078799888,1403.4,3334.230769230769,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
773b5205,0.9540370443667499,0.7558648145911633,1207.0,1593.5057471264367,812002-2,None,,,1720.4716981132076,1321.015503875969,,2
3d9824d6,0.9484618314594648,0.80904693238287,1369.0,2044.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
621e7d10,0.9487637136115978,0.8095848785637116,1420.0,5761.0,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
84297956,0.947563645263422,0.794474950174191,1459.0,1145.0,812104-1,None,,,1865.6006944444443,1390.5314465408806,,3
83870fda,0.9502003702700783,0.8007877818510138,1269.0,810.0,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
34b67c42,0.9501622341611373,0.8007377122321486,1269.0,810.0,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
45165653,0.9500859553178067,0.8006375729943898,1377.0,3894.0,811600-2,Meter,,75.60000000000001,3878.1774193548385,1388.9692307692308,75.60000000000001,3
0b341ec9,0.950155966482356,0.800383165201211,1377.0,3894.0,811600-2,Meter,,112.56,3878.1774193548385,1388.9692307692308,112.56,3
0c04c152,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
83b244f4,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
211b8707,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
af38da10,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
a370db2d,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
fad76ff6,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
38bda2a1,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
fe69ba5c,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
6cc100f5,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
27caac88,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
625caf5f,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
1718c210,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
80a02642,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
4dd33020,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
33c5b2d9,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
433d9555,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
085664ea,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
8016f2d3,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
d5de41a7,0.950155966482356,0.800383165201211,1364.8,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
727b1e46,0.9500859553178067,0.8006375729943898,1349.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
4fb9d8db,0.9504356136133651,0.8003088005402503,1392.0,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
a98bc2e4,0.950277927825887,0.8002929947794826,1347.0,617.0,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
fecb6156,0.950277927825887,0.8002929947794826,1383.6,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
72f192d5,0.950277927825887,0.8002929947794826,1383.6,1590.0589400693414,811600-2,None,,,3878.1774193548385,1388.9692307692308,,3
b836f726,0.9534376727379836,0.7981588652351377,1216.0,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
b3c75fc8,0.9534664272051145,0.7957127072389483,1499.0,7541.0,811800-1,None,,,1765.09375,1348.5089285714287,,3
8b82fc40,0.953646705788195,0.7983565996327115,1345.0,546.0,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
37886880,0.953646705788195,0.7983565996327115,1342.8,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
fa10ba16,0.953646705788195,0.7983565996327115,1342.8,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
2c248d1d,0.9536585653495244,0.7987523661390838,1490.0,987.0,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
68f7f1c5,0.9536585653495244,0.7987523661390838,1366.4,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
2c2d0b30,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
3b7f660e,0.9534526793896134,0.7987571024543882,1285.0,1374.0,811800-1,Both,55693.44,319.92,1765.09375,1348.5089285714287,28006.68,3
4ac85030,0.9538837313784185,0.7987633724336831,1351.0,2872.0,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
e381c6f1,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
c150e8c1,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
09827a69,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
cf002e1b,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
f3ee358b,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
a613a82f,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
f22962ef,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
fed893c4,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
88de93af,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
c31686bf,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
9bc89897,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
7f9b123e,0.9538837313784185,0.7987633724336831,1401.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
aab84531,0.9535039935250751,0.798587650625322,1277.0,1128.0,811800-1,Both,12306.24,361.32,1765.09375,1348.5089285714287,6333.78,3
1bb6b907,0.9535039935250751,0.798587650625322,1270.2,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
8466dff4,0.9532852210585787,0.798702765640968,1326.0,194.0,811800-1,None,,,1765.09375,1348.5089285714287,,3
deb2e238,0.9532852210585787,0.798702765640968,1291.6,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
5668cf91,0.9532852210585787,0.798702765640968,1291.6,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
570f3f7e,0.953502946703459,0.7984757563040716,1252.0,669.0,811800-1,Meter,,261.48,1765.09375,1348.5089285714287,261.48,3
a68cf633,0.9534537725893948,0.7987854932815139,1285.0,1374.0,811800-1,None,,,1765.09375,1348.5089285714287,,3
1c0e1075,0.9534412372318393,0.7987859624022633,1285.0,1374.0,811800-1,None,,,1765.09375,1348.5089285714287,,3
d64cedc1,0.9534537725893948,0.7987854932815139,1307.2,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
4f6160d6,0.9534412372318393,0.7987859624022633,1307.2,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
c5e7d3ef,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
afebaac9,0.953458907315671,0.7984476451450888,1252.0,669.0,811800-1,Both,26673.84,59.75999999999999,1765.09375,1348.5089285714287,13366.8,3
ff45b5b4,0.9530488248864195,0.7987821192207178,1468.0,1145.0,811800-1,Both,35619.84,168.48,1765.09375,1348.5089285714287,17894.16,3
fada98f2,0.9530488248864195,0.7987821192207178,1433.2,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
c014fd8c,0.9530488248864195,0.7987821192207178,1433.2,1590.0589400693414,811800-1,None,,,1765.09375,1348.5089285714287,,3
c8d56580,0.9537588747118164,0.7987403855167656,1487.0,828.0,811800-3,Both,4523.76,485.64,1780.8557213930349,1428.331797235023,2504.7000000000003,3
a9cc5d4d,0.9537588747118164,0.7987403855167656,1414.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
1847d73e,0.9537588747118164,0.7987403855167656,1414.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
ab2af64b,0.9537588747118164,0.7987403855167656,1414.2,1590.0589400693414,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
5bca40e1,0.9549472226331801,0.7953434370335941,1452.0,9637.0,811800-3,None,,,1780.8557213930349,1428.331797235023,,3
46326f41,0.9857538510281358,0.8024300112207357,1253.6,1690.525965379494,811900-1,None,,,1966.486111111111,1319.4307359307359,,3
c50fad51,0.9644796995118377,0.7876290168904347,1110.0,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
9178e56a,0.9644796995118377,0.7876290168904347,1216.2,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
1a64d2ca,0.964582943949921,0.7878501983041133,1363.0,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
f5422e38,0.9643784162079214,0.7884333695298977,1180.0,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
155316ae,0.9644824026967704,0.7875229414708542,1110.0,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
0650d31a,0.9646317072858821,0.7887159426114181,1477.0,1832.0,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
2d24da1b,0.9480565789856392,0.8088142575107327,1403.0,7981.0,811400-1,Both,396936.0,,3210.3473684210526,1402.5561224489795,,3
645cc1a1,0.9396944287954909,0.7761724204973603,1387.0,1251.0,812101-2,None,,,2667.8008298755185,1348.395176252319,,0
ade51ae2,0.9396944287954909,0.7761724204973603,1376.4,2483.786121673004,812101-2,None,,,2667.8008298755185,1348.395176252319,,0
ab73f910,0.9649261821812765,0.789019003639666,1293.0,987.0,811900-1,Both,18601.92,396.72,1966.486111111111,1319.4307359307359,9499.32,3
ddb1c1b6,0.9653333427856445,0.7885937637198168,1452.0,511.0,811900-2,Both,35597.52,510.6,1173.6424418604652,1352.781690140845,18054.059999999998,3
0486108d,0.964899892382757,0.7890209252304317,1277.0,1057.0,811900-1,Both,40448.880000000005,358.31999999999994,1966.486111111111,1319.4307359307359,20403.600000000002,3
9dd4d414,0.9650620967293584,0.7886479742314805,1438.0,987.0,811900-2,Both,24397.200000000004,414.72,1173.6424418604652,1352.781690140845,12405.960000000003,3
59c8b075,0.9652950807930942,0.7902306342870844,1253.0,1690.525965379494,811900-1,None,,,1966.486111111111,1319.4307359307359,,3
e27429b2,0.9649215443639996,0.7888196273194694,1384.0,687.0,811900-2,Both,36913.68,528.0,1173.6424418604652,1352.781690140845,18720.84,3
facbdcdc,0.9649215443639996,0.7888196273194694,1355.2,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
3b08cd65,0.9647498059901629,0.789283001343648,1491.0,1110.0,811900-1,Both,53485.92,317.76,1966.486111111111,1319.4307359307359,26901.84,3
fc964dd4,0.9647498059901629,0.789283001343648,1321.8,1690.525965379494,811900-1,None,,,1966.486111111111,1319.4307359307359,,3
3514b0bf,0.9652453898936777,0.7891786670837746,1186.0,1868.0,811900-1,Both,22140.0,436.68,1966.486111111111,1319.4307359307359,11288.34,3
0e927b69,0.9649679159113376,0.7896095905819891,1319.0,1039.0,811900-1,Both,78868.80000000002,368.64,1966.486111111111,1319.4307359307359,39618.72000000001,3
7f4195f9,0.9649609724363231,0.7888167494440808,1384.0,687.0,811900-2,Both,40055.76,336.12,1173.6424418604652,1352.781690140845,20195.940000000002,3
26d3d38a,0.9650442875110095,0.7894887919879778,1319.0,1039.0,811900-1,Both,69193.44,248.64,1966.486111111111,1319.4307359307359,34721.04,3
66243f83,0.965151639730113,0.7886416140366634,1446.0,1057.0,811900-2,Meter,,934.44,1173.6424418604652,1352.781690140845,934.44,3
0dddf759,0.9672877852414921,0.7880736441275786,1151.0,1690.525965379494,811900-1,None,,,1966.486111111111,1319.4307359307359,,3
bdb54b4c,0.9511890932848566,0.7927626594242696,1398.8,1590.0589400693414,812001-3,None,,,2143.042253521127,1406.6305732484077,,3
ca04f82a,0.9410474126047994,0.7982299550724008,1386.0,27890.0,812103-1,Meter,,,3863.3506493506493,1350.8856088560885,,3
bf43bd6c,0.9450805910195825,0.8059931727954677,1367.0,1092.0,811500-1,Both,23675.76,,3704.622950819672,1398.878048780488,,3
4b58d015,0.9451104718137593,0.8055908656632056,1295.0,1304.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
75a5b9c9,0.9451591490188314,0.8056586175258644,1324.0,2519.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
ac0a3cce,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
17013e1f,0.9451591490188314,0.8056586175258644,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
46515ea7,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
c67f7e9d,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
02c35b37,0.9451591490188314,0.8056586175258644,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
d273fc4c,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
1487904a,0.9451591490188314,0.8056586175258644,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
bd2bdc74,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
ad8f44d8,0.9451591490188314,0.8056586175258644,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
0f207045,0.9451591490188314,0.8056586175258644,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
85b7b64a,0.9451104718137593,0.8055908656632056,1330.0,3334.230769230769,811500-1,None,,,3704.622950819672,1398.878048780488,,3
52a077da,0.9454146993763466,0.8060143283371275,1390.0,1075.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
ce501d8d,0.945390364086542,0.8059804524058052,1360.0,3929.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
7149348b,0.9452078262238963,0.8057263693885233,1332.0,1357.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
0a040c75,0.9453051740085812,0.8058618821353889,1353.0,1145.0,811500-1,None,,,3704.622950819672,1398.878048780488,,3
86391048,0.9391037365104928,0.7355087268594076,1288.0,1039.0,822500-4,Both,15836.4,450.24,1162.2824427480916,1257.6742424242425,8143.32,2
f07b0d56,0.939587063325483,0.7352554828465543,1216.0,1321.0,822500-4,Both,38727.35999999999,215.04,1162.2824427480916,1257.6742424242425,19471.199999999997,2
5154dc93,0.9397983821570683,0.7353303527144845,1171.0,1304.0,822500-4,Both,14593.68,109.68,1162.2824427480916,1257.6742424242425,7351.68,2
c515481f,0.9393265836307414,0.7354528202957908,1273.0,1656.0,822500-4,Both,29496.240000000005,533.1599999999999,1162.2824427480916,1257.6742424242425,15014.700000000003,2
75d2333a,0.9506718110219268,0.8164582193253409,1384.4,3334.230769230769,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
aa0d16b1,0.9506718110219268,0.8164582193253409,1384.4,3334.230769230769,811400-1,None,,,3210.3473684210526,1402.5561224489795,,3
c2573957,0.9515866204801888,0.8123845370907219,1415.6,3334.230769230769,811700-2,None,,,2951.0235294117647,1386.1368421052632,,3
8a3a8ff7,0.9468522835982824,0.7837559379072161,1486.0,1004.0,812002-4,Both,856.8,35.879999999999995,1180.0374531835207,1367.9938271604938,446.34,0
1bf99e2c,0.9468522835982824,0.7837559379072161,1404.4,1342.1581027667985,812002-4,None,,,1180.0374531835207,1367.9938271604938,,0
6b028ef6,0.9466739263966453,0.7839450296570476,1476.0,934.0,812002-4,Both,8195.04,252.96,1180.0374531835207,1367.9938271604938,4224.0,0
376b9084,0.946708935291646,0.783947086571132,1499.0,1057.0,812002-4,Both,6974.64,251.76,1180.0374531835207,1367.9938271604938,3613.2000000000003,0
8f556bb5,0.9462921412782492,0.7837230272820648,1454.0,529.0,812002-4,Both,5708.880000000001,1910.76,1180.0374531835207,1367.9938271604938,3809.8200000000006,0
00e01c93,0.9462571323832449,0.7837209703679804,1454.0,529.0,812002-4,Both,41772.96,447.36,1180.0374531835207,1367.9938271604938,21110.16,0
c557b007,0.9462921412782492,0.7837230272820648,1475.8,1342.1581027667985,812002-4,None,,,1180.0374531835207,1367.9938271604938,,0
7a84764b,0.9465487252064726,0.7840167058952403,1277.0,758.0,812002-4,Both,41848.56,1498.6799999999998,1180.0374531835207,1367.9938271604938,21673.62,0
735ccc9c,0.9466422302282709,0.7837435964227808,1500.0,1586.0,812002-4,Both,27882.0,190.92,1180.0374531835207,1367.9938271604938,14036.46,0
71c54b5f,0.9466072213332666,0.7837415395087106,1500.0,1586.0,812002-4,Both,41908.32,302.64,1180.0374531835207,1367.9938271604938,21105.48,0
d2dc9311,0.9465372035432651,0.7837374256805703,1510.0,1057.0,812002-4,Meter,,392.52,1180.0374531835207,1367.9938271604938,392.52,0
46a657b6,0.9467822658082774,0.7837518240790757,1486.0,1004.0,812002-4,Both,35791.92,414.0,1180.0374531835207,1367.9938271604938,18102.96,0
f95fa536,0.9463588463416208,0.7839265174303875,1492.0,916.0,812002-4,Meter,,370.44,1180.0374531835207,1367.9938271604938,370.44,0
06cef0f9,0.9463588463416208,0.7839265174303875,1437.6,1342.1581027667985,812002-4,None,,,1180.0374531835207,1367.9938271604938,,0
64c79818,0.9463238374466236,0.7839244605163316,1492.0,916.0,812002-4,Meter,,268.2,1180.0374531835207,1367.9938271604938,268.2,0
52336d51,0.9467439441866503,0.783949143485188,1499.0,1057.0,812002-4,None,,,1180.0374531835207,1367.9938271604938,,0
41381bc2,0.946778953081651,0.7839512003992724,1499.0,1057.0,812002-4,Both,23355.36,435.96,1180.0374531835207,1367.9938271604938,11895.66,0
3ea64cf2,0.9466772391232716,0.783745653336851,1272.0,1022.0,812002-4,Both,28290.240000000005,694.3199999999999,1180.0374531835207,1367.9938271604938,14492.280000000002,0
bab44797,0.9467122480182724,0.7837477102509212,1272.0,1022.0,812002-4,Both,42284.16,538.92,1180.0374531835207,1367.9938271604938,21411.54,0
2ddab08d,0.9290565347938617,0.7852852354771045,1461.0,934.0,812103-1,Both,34353.36,227.64,3863.3506493506493,1350.8856088560885,17290.5,0
2b7666ee,0.9290565347938617,0.7852852354771045,1397.4,2483.786121673004,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
10047df9,0.9292559940641212,0.7858580138739057,1461.0,1233.0,812103-1,Meter,,1475.04,3863.3506493506493,1350.8856088560885,1475.04,0
b4a21fba,0.929360841861893,0.7857730849744371,1441.0,2483.786121673004,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
f37e2cac,0.929360841861893,0.7857730849744371,1441.0,2483.786121673004,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
da03aab3,0.9292559940641212,0.7858580138739057,1417.6,2483.786121673004,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
a79f0db4,0.9292559940641212,0.7858580138739057,1417.6,2483.786121673004,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
f16110ab,0.9291762103560188,0.7856872900058818,1427.0,634.0,812103-1,None,,,3863.3506493506493,1350.8856088560885,,0
7b0ccbdf,0.9591920776540199,0.7942401913233255,1437.0,1251.0,811900-2,Meter,,546.36,1173.6424418604652,1352.781690140845,546.36,3
1837db8b,0.9591920776540199,0.7942401913233255,1456.6,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
b6e5151c,0.9587922448009536,0.7940739421455589,1471.0,1550.0,811900-2,Meter,,251.16,1173.6424418604652,1352.781690140845,251.16,3
23f78d88,0.9595193882957496,0.7949521091312732,1259.2,1690.525965379494,811900-2,None,,,1173.6424418604652,1352.781690140845,,3
ea2011e3,0.958652666377219,0.7940874744749777,1502.0,1092.0,811900-2,Both,42238.79999999999,323.28,1173.6424418604652,1352.781690140845,21281.039999999994,3
d6ea7d3e,0.9586177701149232,0.794090857557336,1502.0,1092.0,811900-2,Both,40518.72,266.16,1173.6424418604652,1352.781690140845,20392.440000000002,3
dc9148e8,0.9223162028043284,0.777467545617327,1447.8,2483.786121673004,812103-2,None,,,3941.462857142857,1381.622340425532,,0
52fb0e8b,0.9505484782095763,0.7997599382803031,1390.0,899.0,812001-1,Both,54627.12,1295.88,2123.7355371900826,1378.8496240601503,27961.5,3
4a0c72d4,0.9505894367616037,0.7993007141704993,1418.0,1603.0,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
7a95f783,0.9505725153539863,0.7993431876417816,1418.0,1603.0,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
a1317b5e,0.950720640612424,0.7992815343489212,1418.0,1603.0,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
b71fff07,0.9508080502172227,0.7993964148041783,1415.0,1885.0,812001-1,Meter,,804.96,2123.7355371900826,1378.8496240601503,804.96,3
272d3d5c,0.9508371889606408,0.7994347022749082,1410.0,2273.0,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
2ade575a,0.9506321245569289,0.799913304680473,1165.0,1590.0589400693414,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
0f48fa6b,0.9506321245569289,0.799913304680473,1302.4,1590.0589400693414,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
8149de6d,0.9506321245569289,0.799913304680473,1302.4,1590.0589400693414,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
44eb7dbf,0.9506321245569289,0.799913304680473,1302.4,1590.0589400693414,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
8deee53e,0.9506321245569289,0.799913304680473,1302.4,1590.0589400693414,812001-1,None,,,2123.7355371900826,1378.8496240601503,,3
